8       0.016678        0.008527
16      0.012960        0.011136
32      0.048219        0.030014
64      0.070836        0.061070
128     0.122308        0.085421
256     0.146621        0.103256
512     0.288253        0.200526
768     0.407095        0.379273
1024    0.514198        0.435630
1280    0.636827        0.515862
2048    1.085596        0.932983
