8       0.034505    0.078469   
16      0.101511    0.086868
32      0.172499    0.143856
64      0.253112    0.194124
128     0.477080    0.274265
256     0.956155    0.357564
512     1.828424    0.687646   
768     2.646101    0.799458
1024    3.476944    0.999382
1280    4.314161    1.130641
2048    6.638655    1.976544
